2024-01-01,07:06:00,M001,ON
2024-01-01,07:06:05,M001,OFF
2024-01-01,07:07:00,M001,ON
2024-01-01,07:07:00,M003,ON
2024-01-01,07:07:21,M003,OFF
2024-01-01,07:07:50,M001,OFF
2024-01-01,07:09:00,M002,ON
2024-01-01,07:09:48,M002,OFF
2024-01-01,07:10:00,D001,ON
2024-01-01,07:10:41,D001,OFF
2024-01-01,07:11:00,D001,ON
2024-01-01,07:11:37,D001,OFF
2024-01-01,07:12:00,D001,ON
2024-01-01,07:12:56,D001,OFF
2024-01-01,07:14:00,M002,ON
2024-01-01,07:14:44,M002,OFF
2024-01-01,07:17:00,M002,ON
2024-01-01,07:17:00,M003,ON
2024-01-01,07:17:22,M003,OFF
2024-01-01,07:17:44,M002,OFF
2024-01-01,07:18:00,D001,ON
2024-01-01,07:18:51,D001,OFF
2024-01-01,07:21:00,M001,ON
2024-01-01,07:21:00,D001,ON
2024-01-01,07:21:09,M001,OFF
2024-01-01,07:21:37,D001,OFF
2024-01-01,07:23:00,M001,ON
2024-01-01,07:23:00,M002,ON
2024-01-01,07:23:49,M001,OFF
2024-01-01,07:23:50,M002,OFF
2024-01-01,07:25:00,M001,ON
2024-01-01,07:25:00,M003,ON
2024-01-01,07:25:00,D001,ON
2024-01-01,07:25:35,M001,OFF
2024-01-01,07:25:40,M003,OFF
2024-01-01,07:25:50,D001,OFF
2024-01-01,07:26:00,M003,ON
2024-01-01,07:26:12,M003,OFF
2024-01-01,07:27:00,M003,ON
2024-01-01,07:27:18,M003,OFF
2024-01-01,07:28:00,M002,ON
2024-01-01,07:28:45,M002,OFF
2024-01-01,07:29:00,M002,ON
2024-01-01,07:29:08,M002,OFF
2024-01-01,07:30:00,M001,ON
2024-01-01,07:30:34,M001,OFF
2024-01-01,07:31:00,M002,ON
2024-01-01,07:31:57,M002,OFF
2024-01-01,07:33:00,M002,ON
2024-01-01,07:33:00,D001,ON
2024-01-01,07:33:17,M002,OFF
2024-01-01,07:33:37,D001,OFF
2024-01-01,07:34:00,M003,ON
2024-01-01,07:34:56,M003,OFF
2024-01-01,07:36:00,M001,ON
2024-01-01,07:36:00,D001,ON
2024-01-01,07:36:10,D001,OFF
2024-01-01,07:36:48,M001,OFF
2024-01-01,07:39:00,D001,ON
2024-01-01,07:39:29,D001,OFF
2024-01-01,07:40:00,M003,ON
2024-01-01,07:40:00,D001,ON
2024-01-01,07:40:06,D001,OFF
2024-01-01,07:40:37,M003,OFF
2024-01-01,07:41:00,M001,ON
2024-01-01,07:41:00,M002,ON
2024-01-01,07:41:07,M001,OFF
2024-01-01,07:41:31,M002,OFF
2024-01-01,07:42:00,M003,ON
2024-01-01,07:42:35,M003,OFF
2024-01-01,07:43:00,M002,ON
2024-01-01,07:43:00,D001,ON
2024-01-01,07:43:49,D001,OFF
2024-01-01,07:43:50,M002,OFF
2024-01-01,07:45:00,M001,ON
2024-01-01,07:45:00,D001,ON
2024-01-01,07:45:15,M001,OFF
2024-01-01,07:45:48,D001,OFF
2024-01-01,07:46:00,M001,ON
2024-01-01,07:46:37,M001,OFF
2024-01-01,07:49:00,M001,ON
2024-01-01,07:49:08,M001,OFF
2024-01-01,07:50:00,M002,ON
2024-01-01,07:50:00,M003,ON
2024-01-01,07:50:00,D001,ON
2024-01-01,07:50:11,D001,OFF
2024-01-01,07:50:18,M003,OFF
2024-01-01,07:50:28,M002,OFF
2024-01-01,07:51:00,M001,ON
2024-01-01,07:51:00,M002,ON
2024-01-01,07:51:15,M002,OFF
2024-01-01,07:51:20,M001,OFF
2024-01-01,07:52:00,M001,ON
2024-01-01,07:52:00,M003,ON
2024-01-01,07:52:00,D001,ON
2024-01-01,07:52:10,M001,OFF
2024-01-01,07:52:11,D001,OFF
2024-01-01,07:52:43,M003,OFF
2024-01-01,07:53:00,M003,ON
2024-01-01,07:53:00,D001,ON
2024-01-01,07:53:26,M003,OFF
2024-01-01,07:53:58,D001,OFF
2024-01-01,07:54:00,M003,ON
2024-01-01,07:54:28,M003,OFF
2024-01-01,07:55:00,M001,ON
2024-01-01,07:55:59,M001,OFF
2024-01-01,07:56:00,M003,ON
2024-01-01,07:56:50,M003,OFF
2024-01-01,07:57:00,M002,ON
2024-01-01,07:57:00,M003,ON
2024-01-01,07:57:00,D001,ON
2024-01-01,07:57:11,M003,OFF
2024-01-01,07:57:18,M002,OFF
2024-01-01,07:57:42,D001,OFF
2024-01-01,08:00:00,M001,ON
2024-01-01,08:00:00,M002,ON
2024-01-01,08:00:00,D001,ON
2024-01-01,08:00:13,M001,OFF
2024-01-01,08:00:41,D001,OFF
2024-01-01,08:00:59,M002,OFF
2024-01-01,08:01:00,D001,ON
2024-01-01,08:01:20,D001,OFF
2024-01-01,08:02:00,D001,ON
2024-01-01,08:02:33,D001,OFF
2024-01-01,08:03:00,M003,ON
2024-01-01,08:03:05,M003,OFF
2024-01-01,08:04:00,D001,ON
2024-01-01,08:04:19,D001,OFF
2024-01-01,08:06:00,D001,ON
2024-01-01,08:06:30,D001,OFF
2024-01-01,08:07:00,M001,ON
2024-01-01,08:07:00,M003,ON
2024-01-01,08:07:08,M003,OFF
2024-01-01,08:07:32,M001,OFF
2024-01-01,08:09:00,M002,ON
2024-01-01,08:09:00,D001,ON
2024-01-01,08:09:39,M002,OFF
2024-01-01,08:09:50,D001,OFF
2024-01-01,08:10:00,M003,ON
2024-01-01,08:10:23,M003,OFF
2024-01-01,08:12:00,M002,ON
2024-01-01,08:12:09,M002,OFF
2024-01-01,08:13:00,M002,ON
2024-01-01,08:13:26,M002,OFF
2024-01-01,08:14:00,M001,ON
2024-01-01,08:14:00,M003,ON
2024-01-01,08:14:00,I002,ON
2024-01-01,08:14:13,M003,OFF
2024-01-01,08:14:19,M001,OFF
2024-01-01,08:15:00,M001,ON
2024-01-01,08:15:59,M001,OFF
2024-01-01,08:17:00,M002,ON
2024-01-01,08:17:50,M002,OFF
2024-01-01,08:18:00,M001,ON
2024-01-01,08:18:00,M002,ON
2024-01-01,08:18:32,M002,OFF
2024-01-01,08:18:40,M001,OFF
2024-01-01,08:19:00,D001,ON
2024-01-01,08:19:19,D001,OFF
2024-01-01,08:20:00,M001,ON
2024-01-01,08:20:34,M001,OFF
2024-01-01,08:21:00,D001,ON
2024-01-01,08:21:58,D001,OFF
2024-01-01,08:22:00,D001,ON
2024-01-01,08:22:30,D001,OFF
2024-01-01,08:24:00,M001,ON
2024-01-01,08:24:00,D001,ON
2024-01-01,08:24:29,M001,OFF
2024-01-01,08:24:56,D001,OFF
2024-01-01,08:27:00,M002,ON
2024-01-01,08:27:57,M002,OFF
2024-01-01,08:28:00,D001,ON
2024-01-01,08:28:42,D001,OFF
2024-01-01,08:30:00,D001,ON
2024-01-01,08:30:15,D001,OFF
2024-01-01,08:31:00,M002,ON
2024-01-01,08:31:00,M003,ON
2024-01-01,08:31:30,M002,OFF
2024-01-01,08:31:59,M003,OFF
2024-01-01,08:32:00,M003,ON
2024-01-01,08:32:23,M003,OFF
2024-01-01,08:33:00,M001,ON
2024-01-01,08:33:00,M003,ON
2024-01-01,08:33:05,M001,OFF
2024-01-01,08:33:51,M003,OFF
2024-01-01,08:34:00,M002,ON
2024-01-01,08:34:08,M002,OFF
2024-01-01,08:35:00,M001,ON
2024-01-01,08:35:34,M001,OFF
2024-01-01,08:36:00,M002,ON
2024-01-01,08:36:00,I001,ON
2024-01-01,08:36:09,M002,OFF
2024-01-01,08:37:00,D001,ON
2024-01-01,08:37:06,D001,OFF
2024-01-01,08:38:00,M002,ON
2024-01-01,08:38:00,D001,ON
2024-01-01,08:38:08,M002,OFF
2024-01-01,08:38:38,D001,OFF
2024-01-01,08:39:00,D001,ON
2024-01-01,08:39:06,D001,OFF
2024-01-01,08:41:00,M001,ON
2024-01-01,08:41:00,M002,ON
2024-01-01,08:41:00,M003,ON
2024-01-01,08:41:08,M002,OFF
2024-01-01,08:41:17,M001,OFF
2024-01-01,08:41:39,M003,OFF
2024-01-01,08:42:00,M001,ON
2024-01-01,08:42:00,D001,ON
2024-01-01,08:42:24,M001,OFF
2024-01-01,08:42:49,D001,OFF
2024-01-01,08:43:00,D001,ON
2024-01-01,08:43:20,D001,OFF
2024-01-01,08:44:00,M001,ON
2024-01-01,08:44:00,D001,ON
2024-01-01,08:44:21,M001,OFF
2024-01-01,08:44:40,D001,OFF
2024-01-01,08:45:00,M001,ON
2024-01-01,08:45:05,M001,OFF
2024-01-01,08:46:00,D001,ON
2024-01-01,08:46:12,D001,OFF
2024-01-01,08:48:00,M002,ON
2024-01-01,08:48:00,M003,ON
2024-01-01,08:48:20,M002,OFF
2024-01-01,08:48:49,M003,OFF
2024-01-01,08:49:00,M001,ON
2024-01-01,08:49:00,M002,ON
2024-01-01,08:49:13,M001,OFF
2024-01-01,08:49:43,M002,OFF
2024-01-01,08:50:00,M003,ON
2024-01-01,08:50:56,M003,OFF
2024-01-01,08:52:00,M002,ON
2024-01-01,08:52:00,D001,ON
2024-01-01,08:52:13,D001,OFF
2024-01-01,08:52:57,M002,OFF
2024-01-01,08:53:00,M002,ON
2024-01-01,08:53:15,M002,OFF
2024-01-01,08:55:00,M001,ON
2024-01-01,08:55:12,M001,OFF
2024-01-01,08:56:00,M001,ON
2024-01-01,08:56:00,M002,ON
2024-01-01,08:56:00,M003,ON
2024-01-01,08:56:30,M002,OFF
2024-01-01,08:56:37,M003,OFF
2024-01-01,08:56:56,M001,OFF
2024-01-01,08:57:00,M003,ON
2024-01-01,08:57:00,D001,ON
2024-01-01,08:57:15,M003,OFF
2024-01-01,08:57:45,D001,OFF
2024-01-01,08:58:00,M001,ON
2024-01-01,08:58:58,M001,OFF
2024-01-01,08:59:00,M003,ON
2024-01-01,08:59:00,I002,OFF
2024-01-01,08:59:28,M003,OFF
2024-01-01,09:00:00,M001,ON
2024-01-01,09:00:29,M001,OFF
2024-01-01,09:01:00,M003,ON
2024-01-01,09:01:00,D001,ON
2024-01-01,09:01:25,M003,OFF
2024-01-01,09:01:43,D001,OFF
2024-01-01,09:02:00,D001,ON
2024-01-01,09:02:32,D001,OFF
2024-01-01,09:05:00,D001,ON
2024-01-01,09:05:25,D001,OFF
2024-01-01,09:06:00,M002,ON
2024-01-01,09:06:00,I001,OFF
2024-01-01,09:06:29,M002,OFF
2024-01-01,09:08:00,M001,ON
2024-01-01,09:08:35,M001,OFF
2024-01-01,09:09:00,M003,ON
2024-01-01,09:09:42,M003,OFF
2024-01-01,09:10:00,M001,ON
2024-01-01,09:10:00,M003,ON
2024-01-01,09:10:09,M001,OFF
2024-01-01,09:10:43,M003,OFF
2024-01-01,09:12:00,M002,ON
2024-01-01,09:12:00,M003,ON
2024-01-01,09:12:33,M003,OFF
2024-01-01,09:12:34,M002,OFF
2024-01-01,09:13:00,M002,ON
2024-01-01,09:13:08,M002,OFF
2024-01-01,09:14:00,M001,ON
2024-01-01,09:14:00,M003,ON
2024-01-01,09:14:51,M001,OFF
2024-01-01,09:14:52,M003,OFF
2024-01-01,09:15:00,M003,ON
2024-01-01,09:15:00,D001,ON
2024-01-01,09:15:13,D001,OFF
2024-01-01,09:15:53,M003,OFF
2024-01-01,09:16:00,M001,ON
2024-01-01,09:16:00,D001,ON
2024-01-01,09:16:07,D001,OFF
2024-01-01,09:16:35,M001,OFF
2024-01-01,09:18:00,M002,ON
2024-01-01,09:18:00,M003,ON
2024-01-01,09:18:07,M002,OFF
2024-01-01,09:18:13,M003,OFF
2024-01-01,09:19:00,M001,ON
2024-01-01,09:19:00,I001,ON
2024-01-01,09:19:59,M001,OFF
2024-01-01,09:24:00,M001,ON
2024-01-01,09:24:00,M003,ON
2024-01-01,09:24:32,M003,OFF
2024-01-01,09:24:38,M001,OFF
2024-01-01,09:26:00,M002,ON
2024-01-01,09:26:38,M002,OFF
2024-01-01,09:28:00,D001,ON
2024-01-01,09:28:40,D001,OFF
2024-01-01,09:29:00,M003,ON
2024-01-01,09:29:37,M003,OFF
2024-01-01,09:30:00,M001,ON
2024-01-01,09:30:00,D001,ON
2024-01-01,09:30:25,M001,OFF
2024-01-01,09:30:58,D001,OFF
2024-01-01,09:31:00,M003,ON
2024-01-01,09:31:05,M003,OFF
2024-01-01,09:32:00,D001,ON
2024-01-01,09:32:12,D001,OFF
2024-01-01,09:33:00,M002,ON
2024-01-01,09:33:23,M002,OFF
2024-01-01,09:37:00,M001,ON
2024-01-01,09:37:17,M001,OFF
2024-01-01,09:38:00,M002,ON
2024-01-01,09:38:21,M002,OFF
2024-01-01,09:40:00,D001,ON
2024-01-01,09:40:19,D001,OFF
2024-01-01,09:42:00,M001,ON
2024-01-01,09:42:00,M003,ON
2024-01-01,09:42:00,D001,ON
2024-01-01,09:42:07,M001,OFF
2024-01-01,09:42:12,D001,OFF
2024-01-01,09:42:32,M003,OFF
2024-01-01,09:44:00,M002,ON
2024-01-01,09:44:51,M002,OFF
2024-01-01,09:46:00,M001,ON
2024-01-01,09:46:00,M002,ON
2024-01-01,09:46:22,M001,OFF
2024-01-01,09:46:46,M002,OFF
2024-01-01,09:47:00,M002,ON
2024-01-01,09:47:58,M002,OFF
2024-01-01,09:48:00,M002,ON
2024-01-01,09:48:29,M002,OFF
2024-01-01,09:49:00,M003,ON
2024-01-01,09:49:07,M003,OFF
2024-01-01,09:50:00,M001,ON
2024-01-01,09:50:00,D001,ON
2024-01-01,09:50:13,D001,OFF
2024-01-01,09:50:32,M001,OFF
2024-01-01,09:51:00,M003,ON
2024-01-01,09:51:00,D001,ON
2024-01-01,09:51:18,M003,OFF
2024-01-01,09:51:28,D001,OFF
2024-01-01,09:54:00,M001,ON
2024-01-01,09:54:00,M003,ON
2024-01-01,09:54:00,D001,ON
2024-01-01,09:54:28,M003,OFF
2024-01-01,09:54:37,D001,OFF
2024-01-01,09:54:59,M001,OFF
2024-01-01,09:55:00,M002,ON
2024-01-01,09:55:00,D001,ON
2024-01-01,09:55:24,M002,OFF
2024-01-01,09:55:48,D001,OFF
2024-01-01,09:56:00,M002,ON
2024-01-01,09:56:00,M003,ON
2024-01-01,09:56:07,M003,OFF
2024-01-01,09:56:34,M002,OFF
2024-01-01,09:57:00,M002,ON
2024-01-01,09:57:00,M003,ON
2024-01-01,09:57:28,M002,OFF
2024-01-01,09:57:41,M003,OFF
2024-01-01,10:13:00,M001,ON
2024-01-01,10:13:23,M001,OFF
2024-01-01,10:19:00,M002,ON
2024-01-01,10:19:46,M002,OFF
2024-01-01,10:23:00,M001,ON
2024-01-01,10:23:48,M001,OFF
2024-01-01,10:25:00,D001,ON
2024-01-01,10:25:13,D001,OFF
2024-01-01,10:45:00,M002,ON
2024-01-01,10:45:57,M002,OFF
2024-01-01,10:58:00,M003,ON
2024-01-01,10:58:49,M003,OFF
2024-01-01,11:08:00,M003,ON
2024-01-01,11:08:27,M003,OFF
2024-01-01,11:09:00,D001,ON
2024-01-01,11:09:07,D001,OFF
2024-01-01,11:10:00,M001,ON
2024-01-01,11:10:26,M001,OFF
2024-01-01,11:11:00,D001,ON
2024-01-01,11:11:27,D001,OFF
2024-01-01,11:13:00,M002,ON
2024-01-01,11:13:54,M002,OFF
2024-01-01,11:22:00,M003,ON
2024-01-01,11:22:46,M003,OFF
2024-01-01,11:26:00,D001,ON
2024-01-01,11:26:23,D001,OFF
2024-01-01,11:28:00,M001,ON
2024-01-01,11:28:35,M001,OFF
2024-01-01,11:37:00,D001,ON
2024-01-01,11:37:30,D001,OFF
2024-01-01,11:41:00,M002,ON
2024-01-01,11:41:57,M002,OFF
2024-01-01,11:48:00,M002,ON
2024-01-01,11:48:06,M002,OFF
2024-01-01,11:52:00,M001,ON
2024-01-01,11:52:37,M001,OFF
2024-01-01,11:54:00,M003,ON
2024-01-01,11:54:00,D001,ON
2024-01-01,11:54:20,M003,OFF
2024-01-01,11:54:42,D001,OFF
2024-01-01,11:56:00,M002,ON
2024-01-01,11:56:33,M002,OFF
2024-01-01,11:59:00,D001,ON
2024-01-01,11:59:12,D001,OFF
2024-01-01,12:00:00,D001,ON
2024-01-01,12:00:51,D001,OFF
2024-01-01,12:02:00,M001,ON
2024-01-01,12:02:00,D001,ON
2024-01-01,12:02:14,D001,OFF
2024-01-01,12:02:37,M001,OFF
2024-01-01,12:03:00,M002,ON
2024-01-01,12:03:56,M002,OFF
2024-01-01,12:05:00,M003,ON
2024-01-01,12:05:32,M003,OFF
2024-01-01,12:06:00,M003,ON
2024-01-01,12:06:05,M003,OFF
2024-01-01,12:07:00,M003,ON
2024-01-01,12:07:19,M003,OFF
2024-01-01,12:08:00,M001,ON
2024-01-01,12:08:00,M003,ON
2024-01-01,12:08:26,M003,OFF
2024-01-01,12:08:30,M001,OFF
2024-01-01,12:09:00,M003,ON
2024-01-01,12:09:37,M003,OFF
2024-01-01,12:10:00,M002,ON
2024-01-01,12:10:00,M003,ON
2024-01-01,12:10:11,M002,OFF
2024-01-01,12:10:34,M003,OFF
2024-01-01,12:11:00,D001,ON
2024-01-01,12:11:27,D001,OFF
2024-01-01,12:13:00,M002,ON
2024-01-01,12:13:00,M003,ON
2024-01-01,12:13:00,D001,ON
2024-01-01,12:13:10,M002,OFF
2024-01-01,12:13:25,M003,OFF
2024-01-01,12:13:27,D001,OFF
2024-01-01,12:15:00,M002,ON
2024-01-01,12:15:59,M002,OFF
2024-01-01,12:16:00,M002,ON
2024-01-01,12:16:00,D001,ON
2024-01-01,12:16:25,M002,OFF
2024-01-01,12:16:43,D001,OFF
2024-01-01,12:17:00,M001,ON
2024-01-01,12:17:00,M003,ON
2024-01-01,12:17:35,M001,OFF
2024-01-01,12:17:41,M003,OFF
2024-01-01,12:18:00,M002,ON
2024-01-01,12:18:00,D001,ON
2024-01-01,12:18:25,D001,OFF
2024-01-01,12:18:43,M002,OFF
2024-01-01,12:19:00,M002,ON
2024-01-01,12:19:42,M002,OFF
2024-01-01,12:21:00,M003,ON
2024-01-01,12:21:00,D001,ON
2024-01-01,12:21:12,D001,OFF
2024-01-01,12:21:42,M003,OFF
2024-01-01,12:23:00,D001,ON
2024-01-01,12:23:58,D001,OFF
2024-01-01,12:25:00,M001,ON
2024-01-01,12:25:00,D001,ON
2024-01-01,12:25:31,M001,OFF
2024-01-01,12:25:35,D001,OFF
2024-01-01,12:26:00,M002,ON
2024-01-01,12:26:39,M002,OFF
2024-01-01,12:28:00,M003,ON
2024-01-01,12:28:00,D001,ON
2024-01-01,12:28:00,I001,OFF
2024-01-01,12:28:35,D001,OFF
2024-01-01,12:28:39,M003,OFF
2024-01-01,12:29:00,M001,ON
2024-01-01,12:29:16,M001,OFF
2024-01-01,12:30:00,D001,ON
2024-01-01,12:30:42,D001,OFF
2024-01-01,12:31:00,M002,ON
2024-01-01,12:31:00,D001,ON
2024-01-01,12:31:11,M002,OFF
2024-01-01,12:31:20,D001,OFF
2024-01-01,12:32:00,M001,ON
2024-01-01,12:32:42,M001,OFF
2024-01-01,12:33:00,M002,ON
2024-01-01,12:33:00,M003,ON
2024-01-01,12:33:21,M003,OFF
2024-01-01,12:33:29,M002,OFF
2024-01-01,12:34:00,M001,ON
2024-01-01,12:34:00,M002,ON
2024-01-01,12:34:12,M002,OFF
2024-01-01,12:34:27,M001,OFF
2024-01-01,12:36:00,M003,ON
2024-01-01,12:36:28,M003,OFF
2024-01-01,12:38:00,M003,ON
2024-01-01,12:38:44,M003,OFF
2024-01-01,12:39:00,M001,ON
2024-01-01,12:39:00,M003,ON
2024-01-01,12:39:09,M001,OFF
2024-01-01,12:39:24,M003,OFF
2024-01-01,12:40:00,M001,ON
2024-01-01,12:40:00,D001,ON
2024-01-01,12:40:23,D001,OFF
2024-01-01,12:40:51,M001,OFF
2024-01-01,12:41:00,M003,ON
2024-01-01,12:41:47,M003,OFF
2024-01-01,12:43:00,M003,ON
2024-01-01,12:43:00,D001,ON
2024-01-01,12:43:21,D001,OFF
2024-01-01,12:43:23,M003,OFF
2024-01-01,12:44:00,M003,ON
2024-01-01,12:44:00,D001,ON
2024-01-01,12:44:33,D001,OFF
2024-01-01,12:44:40,M003,OFF
2024-01-01,12:45:00,M001,ON
2024-01-01,12:45:00,M002,ON
2024-01-01,12:45:18,M002,OFF
2024-01-01,12:45:29,M001,OFF
2024-01-01,12:46:00,M003,ON
2024-01-01,12:46:34,M003,OFF
2024-01-01,12:48:00,M001,ON
2024-01-01,12:48:00,D001,ON
2024-01-01,12:48:00,I002,ON
2024-01-01,12:48:35,M001,OFF
2024-01-01,12:48:44,D001,OFF
2024-01-01,12:49:00,M001,ON
2024-01-01,12:49:00,M002,ON
2024-01-01,12:49:28,M002,OFF
2024-01-01,12:49:31,M001,OFF
2024-01-01,12:51:00,M001,ON
2024-01-01,12:51:00,M003,ON
2024-01-01,12:51:12,M001,OFF
2024-01-01,12:51:42,M003,OFF
2024-01-01,12:52:00,M001,ON
2024-01-01,12:52:59,M001,OFF
2024-01-01,12:53:00,M001,ON
2024-01-01,12:53:15,M001,OFF
2024-01-01,12:55:00,M002,ON
2024-01-01,12:55:17,M002,OFF
2024-01-01,12:58:00,D001,ON
2024-01-01,12:58:00,I001,ON
2024-01-01,12:58:18,D001,OFF
2024-01-01,12:59:00,M001,ON
2024-01-01,12:59:05,M001,OFF
2024-01-01,13:00:00,M001,ON
2024-01-01,13:00:00,M003,ON
2024-01-01,13:00:00,D001,ON
2024-01-01,13:00:46,M003,OFF
2024-01-01,13:00:47,D001,OFF
2024-01-01,13:00:53,M001,OFF
2024-01-01,13:01:00,M001,ON
2024-01-01,13:01:00,I001,OFF
2024-01-01,13:01:52,M001,OFF
2024-01-01,13:03:00,M002,ON
2024-01-01,13:03:09,M002,OFF
2024-01-01,13:05:00,M003,ON
2024-01-01,13:05:55,M003,OFF
2024-01-01,13:06:00,M002,ON
2024-01-01,13:06:37,M002,OFF
2024-01-01,13:10:00,M001,ON
2024-01-01,13:10:48,M001,OFF
2024-01-01,13:14:00,M002,ON
2024-01-01,13:14:11,M002,OFF
2024-01-01,13:15:00,M002,ON
2024-01-01,13:15:18,M002,OFF
2024-01-01,13:16:00,D001,ON
2024-01-01,13:16:37,D001,OFF
2024-01-01,13:17:00,M002,ON
2024-01-01,13:17:00,D001,ON
2024-01-01,13:17:18,D001,OFF
2024-01-01,13:17:56,M002,OFF
2024-01-01,13:18:00,M001,ON
2024-01-01,13:18:00,M003,ON
2024-01-01,13:18:00,D001,ON
2024-01-01,13:18:13,M003,OFF
2024-01-01,13:18:23,D001,OFF
2024-01-01,13:18:43,M001,OFF
2024-01-01,13:19:00,M001,ON
2024-01-01,13:19:00,D001,ON
2024-01-01,13:19:05,M001,OFF
2024-01-01,13:19:14,D001,OFF
2024-01-01,13:20:00,M003,ON
2024-01-01,13:20:22,M003,OFF
2024-01-01,13:21:00,M001,ON
2024-01-01,13:21:00,M002,ON
2024-01-01,13:21:22,M002,OFF
2024-01-01,13:21:40,M001,OFF
2024-01-01,13:22:00,M002,ON
