hr_mean,hr_std,spo2_mean,spo2_std
80.8,0.0,96.3,0.0
76.2,0.0,94.4,0.0
86.2,0.0,95.7,0.0
73.5,0.0,94.8,0.0
79.1,0.0,99.5,0.0
67.4,0.0,97.2,0.0
65.0,0.0,94.8,0.0
78.0,0.0,98.5,0.0
83.1,0.0,97.9,0.0
73.15,10.149999999999999,96.25,0.9500000000000028
70.6,0.0,97.5,0.0
74.3,6.847383928674271,98.66666666666667,0.9741092797468299
83.2,0.0,98.2,0.0
67.5,13.299999999999997,96.7,0.7999999999999972
74.75,2.1500000000000057,96.75,1.0499999999999972
79.1,0.0,97.7,0.0
72.6,11.999999999999996,98.15,0.25
65.8,0.0,95.7,0.0
76.0,0.0,99.7,0.0
74.44999999999999,8.850000000000001,97.7,0.7999999999999972
67.13333333333333,5.778888782071822,97.39999999999999,0.28284271247461634
74.33333333333333,2.1514852750806535,98.73333333333333,0.6847546194724724
65.25,0.6500000000000057,98.15,1.0500000000000043
64.4,0.0,97.3,0.0
63.9,0.0,97.4,0.0
72.6,0.0,97.2,0.0
76.2,0.0,96.3,0.0
71.2,0.0,96.1,0.0
77.2,0.0,97.1,0.0
72.8,0.0,97.7,0.0
68.95,8.950000000000003,96.9,0.3999999999999986
79.1,3.1999999999999957,96.8,0.5
73.8,0.0,97.2,0.0
63.300000000000004,3.0408332191467973,98.46666666666665,0.5249338582674549
57.650000000000006,1.4499999999999993,96.75,0.5499999999999972
75.9,0.0,98.9,0.0
74.45,4.450000000000003,97.25,1.0499999999999972
68.05000000000001,9.350000000000001,96.7,1.2999999999999972
76.30000000000001,0.3999999999999986,96.94999999999999,0.6499999999999986
73.5,0.0,98.3,0.0
91.0,0.0,95.3,0.0
75.3,0.0,96.5,0.0
71.1,0.30000000000000426,98.1,1.3000000000000043
73.375,2.6089988501338945,97.17500000000001,1.9292161620720456
67.1,0.0,97.0,0.0
72.35,0.3500000000000014,98.15,0.9499999999999957
72.25,8.049999999999997,95.1,0.0
63.7,0.0,98.7,0.0
62.3,1.7999999999999972,98.35,0.25
62.1,0.0,97.6,0.0
60.1,0.0,99.4,0.0
78.6,0.0,94.7,0.0
65.0,0.0,96.4,0.0
66.4,0.0,95.7,0.0
81.0,0.0,97.2,0.0
78.5,0.0,98.5,0.0
80.0,0.0,97.1,0.0
72.5,0.0,97.6,0.0
71.5,0.0,98.3,0.0
80.2,0.0,100.0,0.0
81.4,0.0,99.3,0.0
63.6,0.0,96.0,0.0
65.2,5.200000000000003,96.1,0.0
51.6,0.0,93.9,0.0
66.15,3.2500000000000036,97.75,0.75
69.8,0.0,96.1,0.0
79.1,0.0,94.5,0.0
76.3,3.7478882943154397,97.33333333333333,0.8379870059984347
70.1,1.6999999999999957,96.35,1.25
77.7,0.0,96.6,0.0
76.35,6.149999999999999,98.6,0.6999999999999957
59.4,0.0,96.3,0.0
72.33333333333333,1.0338708279513842,97.46666666666665,1.4704496666741826
73.5,4.900000000000006,97.55,0.75
89.4,0.0,98.2,0.0
86.6,2.6999999999999957,97.45,1.0499999999999972
69.66666666666667,3.3489633553617097,96.10000000000001,1.1343133018115696
64.9,0.0,96.8,0.0
78.5,2.700000000000003,97.30000000000001,0.3999999999999986
74.9,0.0,99.3,0.0
75.4,0.0,96.7,0.0
78.4,0.0,96.6,0.0
63.3,9.900000000000002,97.80000000000001,0.8999999999999986
69.9,0.0,99.6,0.0
70.2,0.0,96.4,0.0
73.19999999999999,8.491564441648348,96.36666666666667,1.4290634073484012
70.33333333333333,5.733139531608219,96.23333333333333,0.7363574011458163
73.7,0.0,97.3,0.0
70.0,0.0,98.1,0.0
73.5,8.900000000000006,96.75,0.25
68.7,0.0,100.0,0.0
71.1,0.0,96.6,0.0
67.96666666666667,10.863189627769962,97.56666666666668,0.5312459150169728
57.6,0.0,97.4,0.0
58.1,0.0,98.2,0.0
70.6,1.6000000000000014,96.1,0.10000000000000142
70.69999999999999,0.8999999999999986,95.7,0.0
78.5,1.5,96.2,2.0
70.7,0.0,98.1,0.0
57.7,0.0,96.2,0.0
70.4,1.3999999999999986,97.45,1.5499999999999972
81.0,0.0,98.8,0.0
77.6,0.0,97.9,0.0
59.5,0.0,98.1,0.0
52.15,5.75,96.2,1.5
66.0,1.7000000000000028,97.85,1.4499999999999957
62.8,0.0,95.8,0.0
71.2,0.0,96.3,0.0
64.5,3.465063731977622,96.86666666666667,1.5107025591499528
69.4,0.0,100.0,0.0
69.6,0.0,96.5,0.0
76.9,5.899999999999999,96.7,1.5
62.4,0.0,98.3,0.0
79.15,7.550000000000004,97.75,0.04999999999999716
61.4,0.0,96.5,0.0
72.9,0.0,96.9,0.0
86.2,0.0,96.7,0.0
71.35,3.4499999999999957,97.3,1.0
76.6,0.0,96.1,0.0
85.4,0.0,99.6,0.0
59.5,0.0,97.6,0.0
79.0,0.0,99.2,0.0
68.5,0.0,98.3,0.0
78.2,0.0,95.5,0.0
74.5,0.0,97.1,0.0
61.3,0.0,94.6,0.0
77.4,0.0,99.9,0.0
78.65,3.4499999999999957,97.55000000000001,0.6499999999999986
70.6,0.0,94.3,0.0
60.2,2.599999999999998,96.6,0.19999999999999576
62.2,0.0,100.0,0.0
72.5,0.0,95.5,0.0
78.0,8.400000000000006,98.0,0.29999999999999716
75.5,0.0,97.0,0.0
61.1,0.0,97.8,0.0
75.03333333333333,3.937286149395571,97.56666666666666,1.17284080571728
62.2,0.0,99.0,0.0
70.65,6.149999999999999,96.3,0.20000000000000284
70.6,0.0,96.3,0.0
71.6,0.0,98.1,0.0
60.6,5.399999999999999,98.30000000000001,0.10000000000000142
71.76666666666667,8.552712370288672,96.89999999999999,0.7118052168020842
69.3,0.0,96.1,0.0
64.3,0.0,99.2,0.0
71.7,4.700000000000003,98.15,1.8500000000000014
63.4,1.8999999999999986,98.7,0.5
76.6,0.0,97.0,0.0
78.05,9.450000000000003,96.0,0.20000000000000284
85.2,0.0,95.4,0.0
74.00000000000001,7.258558167202815,98.0,1.283225103661347
69.8,0.0,98.1,0.0
73.0,6.864886500639811,96.33333333333333,0.6649979114419995
67.55000000000001,0.6499999999999986,96.30000000000001,1.1000000000000014
67.69999999999999,0.6000000000000014,97.5,1.7000000000000028
68.4,0.0,95.7,0.0
74.44999999999999,1.6499999999999986,98.35,0.3500000000000014
75.39999999999999,6.968500556073742,97.10000000000001,0.48989794855663676
78.9,0.0,97.4,0.0
63.4,3.0224162519414812,97.5,0.9669539802906885
79.5,0.0,96.7,0.0
74.4,7.699999999999996,95.0,0.4000000000000057
75.1,0.0,97.7,0.0
73.23333333333333,13.378922062541346,96.56666666666666,1.405544576153869
74.2,0.0,96.9,0.0
76.80000000000001,12.399999999999999,98.1,0.30000000000000426
73.8,0.0,96.9,0.0
65.3,0.0,98.1,0.0
63.0,0.0,97.1,0.0
74.0,0.0,94.9,0.0
74.2,0.0,97.7,0.0
72.35,0.6499999999999986,97.05,2.549999999999997
66.8,0.0,97.2,0.0
62.25,0.9500000000000028,96.3,1.5
79.2,1.2999999999999972,96.1,0.19999999999999576
84.94999999999999,0.14999999999999858,96.4,1.1999999999999957
74.05000000000001,4.649999999999999,97.19999999999999,1.3999999999999986
72.0,0.0,95.9,0.0
69.2,1.2000000000000028,96.55,0.45000000000000284
65.7,0.0,93.9,0.0
67.6,11.100000000000001,98.25,1.75
73.7,0.0,96.9,0.0
73.2,0.0,97.0,0.0
73.7,0.0,96.7,0.0
74.13333333333333,10.354494461612093,97.0,2.727636339397168
78.1,0.0,96.1,0.0
69.75,1.8499999999999943,99.1,0.19999999999999576
62.1,0.0,96.8,0.0
69.53333333333335,7.087234219982353,96.90000000000002,1.2083045973594564
71.45,9.849999999999998,95.69999999999999,0.8999999999999986
82.6,0.0,96.1,0.0
65.8,0.0,95.9,0.0
68.1,0.0,95.7,0.0
56.1,0.0,95.8,0.0
67.0,0.0,97.4,0.0
78.7,0.0,95.6,0.0
67.9,0.0,98.4,0.0
60.7,0.0,99.4,0.0
72.36666666666667,3.288701195845488,98.60000000000001,0.21602468994692955
75.9,0.0,95.5,0.0
76.7,0.0,99.6,0.0
75.0,3.0999999999999943,97.65,0.6499999999999986
70.4,0.0,97.2,0.0
66.775,2.745336955639509,96.94999999999999,1.781151313055688
66.3,0.0,97.5,0.0
79.2,0.0,98.1,0.0
74.45,7.75,95.05,0.25
78.7,0.0,97.9,0.0
75.7,4.299999999999997,99.05,0.75
64.1,0.0,96.8,0.0
81.6,0.0,95.8,0.0
64.1,0.0,95.1,0.0
72.9,2.8000000000000043,98.05,0.45000000000000284
71.6,0.0,94.9,0.0
85.3,0.0,97.2,0.0
62.8,3.5,97.45,2.450000000000003
70.9,1.6000000000000014,98.1,0.0
70.05,1.9500000000000028,98.15,1.0500000000000043
71.9,1.1999999999999957,97.25,0.75
74.80000000000001,11.600000000000001,98.15,0.75
71.0,0.0,100.0,0.0
58.4,6.399999999999999,96.7,0.7999999999999972
65.65,1.9499999999999957,97.7,0.7000000000000028
66.5,0.0,95.9,0.0
76.4,1.3000000000000043,97.0,0.5
70.0,2.5,96.35,1.0500000000000043
72.30000000000001,5.477834121864835,94.96666666666665,0.2867441755680889
67.9,12.500000000000004,96.94999999999999,1.1499999999999986
81.46666666666665,6.931249686905114,96.3,2.9427877939124336
55.6,0.0,96.7,0.0
66.1,0.0,97.2,0.0
70.9,5.800000000000003,97.15,1.1499999999999986
70.25,4.349999999999994,99.45,0.5499999999999972
71.16666666666667,0.8993825042154688,98.23333333333333,0.09428090415820768
73.0,0.0,97.5,0.0
69.3,12.900000000000002,96.75,0.75
83.4,4.199999999999996,97.0,0.29999999999999716
70.5,0.0,96.0,0.0
68.1,2.3999999999999986,98.05,1.75
80.5,0.0,96.9,0.30000000000000426
72.4,0.0,97.5,0.0
71.5,0.0,98.8,0.0
68.55000000000001,4.350000000000001,94.0,0.5
66.66666666666667,4.934459330959053,95.5,1.651262143533443
79.5,0.0,100.0,0.0
80.1,0.0,94.7,0.0
58.4,0.0,97.8,0.0
68.7,0.0,95.4,0.0
67.6,0.0,98.6,0.0
74.9,0.0,96.9,0.0
78.1,0.0,96.1,0.0
82.3,2.5,96.4,0.10000000000000142
78.9,0.0,97.6,0.0
75.7,0.0,97.7,0.0
81.56666666666666,4.151572660517402,96.46666666666665,2.4225789747475464
57.2,0.0,97.7,0.0
75.0,0.0,96.7,0.0
68.63333333333333,5.246797965320269,97.73333333333333,1.6027753706895105
78.6,0.0,98.6,0.0
61.9,0.0,97.6,0.0
68.3,0.0,97.1,0.0
72.2,0.0,97.1,0.0
68.7,0.0,97.9,0.0
77.2,6.224682053459971,97.53333333333335,1.6977108770995815
70.0,0.0,96.0,0.0
70.8,0.0,97.4,0.0
69.13333333333334,9.052562559236408,97.39999999999999,1.8832595855767404
62.6,0.0,98.6,0.0
73.1,1.0,96.15,1.75
69.8,0.0,96.3,0.0
77.2,0.0,95.9,0.0
73.8,0.0,97.7,0.0
72.9,0.0,95.7,0.0
66.3,7.566152699137564,95.76666666666667,1.5195028426721986
89.7,0.0,99.2,0.0
75.8,0.0,95.0,0.0
58.8,0.0,98.6,0.0
68.95,3.549999999999997,97.2,1.2000000000000028
69.7,0.0,97.6,0.0
75.3,0.0,95.8,0.0
79.35,1.6499999999999986,95.05000000000001,0.3500000000000014
74.1,3.1000000000000014,97.05,0.5499999999999972
68.10000000000001,9.14038657096442,96.60000000000001,1.4306175822583291
75.8,0.0,96.3,0.0
65.1,0.0,95.2,0.0
73.5,0.0,97.4,0.0
77.1,0.0,98.1,0.0
76.8,0.0,98.8,0.0
76.1,0.0,98.4,0.0
60.6,0.0,95.7,0.0
81.8,0.0,95.2,0.0
75.95,2.25,96.45,0.5499999999999972
61.3,0.0,97.4,0.0
71.6,0.0,96.7,0.0
78.75,2.950000000000003,97.95,1.5499999999999972
85.4,0.0,94.6,0.0
79.5,4.200000000000003,95.15,0.25
70.19999999999999,10.399999999999999,97.19999999999999,0.6000000000000014
56.8,0.0,96.5,0.0
80.5,0.0,97.0,0.0
69.35,13.649999999999999,96.5,0.5
70.15,0.8500000000000014,96.15,1.0500000000000043
74.75,2.950000000000003,96.65,1.9499999999999957
62.6,11.62525985372657,98.86666666666667,1.329995822883999
64.1,0.0,94.8,0.0
70.6,0.0,98.2,0.0
63.3,0.0,97.8,0.0
95.2,0.0,97.7,0.0
85.7,0.0,96.7,0.0
63.9,0.0,99.8,0.0
71.5,0.0,97.7,0.0
69.8,0.0,98.7,0.0
81.4,0.0,96.8,0.0
82.5,0.0,96.8,0.0
80.05000000000001,7.649999999999999,96.69999999999999,0.8999999999999986
75.0,0.0,93.8,0.0
79.5,0.0,97.4,0.0
86.9,0.0,97.8,0.0
80.8,0.0,97.0,0.0
78.80000000000001,0.6000000000000014,95.19999999999999,2.8999999999999986
66.8,0.0,97.6,0.0
63.4,0.0,98.8,0.0
75.0,0.0,97.3,0.0
79.5,0.0,99.0,0.0
82.05,2.049999999999997,96.5,1.5999999999999943
68.96666666666668,3.9237170585499133,96.86666666666667,1.5107025591499528
62.25,1.9500000000000028,98.2,0.29999999999999716
71.1,0.0,96.2,0.0
67.2,0.0,95.7,0.0
71.9,0.0,98.5,0.0
77.55000000000001,6.149999999999999,97.85,0.05000000000000426
79.25,3.450000000000003,98.19999999999999,0.3999999999999986
68.5,7.299999999999997,97.0,3.0
64.0,0.0,96.9,0.0
62.1,0.0,95.7,0.0
81.0,0.0,100.0,0.0
75.6,0.0,98.3,0.0
78.1,0.0,97.1,0.0
75.8,0.0,97.6,0.0
81.9,0.0,96.4,0.0
71.9,0.0,96.0,0.0
67.0,0.0,96.3,0.0
66.5,0.5999999999999943,95.30000000000001,2.3999999999999986
71.0,0.0,96.0,0.0
58.7,0.0,97.1,0.0
67.65,1.25,97.9,2.1000000000000014
69.2,1.2000000000000028,97.95,1.0499999999999972
69.3,0.0,95.8,0.0
73.3,0.0,95.5,0.0
67.6,2.0,95.6,0.3999999999999986
76.5,0.0,98.8,0.0
80.8,0.0,97.1,0.0
70.0,5.452216674589028,96.60000000000001,0.49665548085837646
63.4,0.0,95.3,0.0
72.6,1.5,97.0,1.2999999999999972
75.60000000000001,6.441014412859723,96.46666666666665,0.8653836657164756
71.4,0.0,97.4,0.0
74.30000000000001,8.399999999999999,96.80000000000001,1.1000000000000014
90.3,0.0,95.9,0.0
78.3,0.0,98.4,0.0
59.9,0.0,97.5,0.0
70.3,0.0,92.9,0.0
70.8,0.0,95.3,0.0
66.0,0.0,97.5,0.0
67.8,0.0,96.1,0.0
70.80000000000001,4.899999999999999,97.9,1.3000000000000043
72.5,8.299999999999997,95.65,0.9499999999999957
80.05,11.25,96.25,0.04999999999999716
75.3,0.0,96.5,0.0
61.8,0.0,96.2,0.0
68.4,0.0,96.3,0.0
62.1,0.0,98.0,0.0
80.7,9.11372591205156,96.46666666666665,1.517307556898803
76.3,0.0,96.8,0.0
77.3,0.0,97.4,0.0
66.85,2.75,97.2,0.5
80.9,0.0,98.7,0.0
64.15,1.9499999999999957,97.05000000000001,0.6499999999999986
70.4,0.0,97.2,0.0
75.5,0.0,97.0,0.0
72.25,0.04999999999999716,96.9,0.6999999999999957
82.8,0.0,97.0,0.0
72.4,0.0,97.1,0.0
77.44999999999999,2.3500000000000014,96.0,0.09999999999999432
62.900000000000006,11.3,99.3,0.5
78.55,0.45000000000000284,99.05,0.75
58.650000000000006,7.550000000000001,96.1,1.3000000000000043
73.80000000000001,2.8999999999999986,98.4,1.1000000000000014
70.45,5.450000000000003,97.69999999999999,0.6000000000000014
65.0,0.0,97.1,0.0
68.45,6.349999999999998,96.05000000000001,2.1499999999999986
68.5,0.0,95.3,0.0
80.13333333333333,1.1115554667022072,98.66666666666667,0.9533566430716718
80.9,0.0,95.5,0.0
85.5,0.0,96.9,0.0
85.9,0.0,97.8,0.0
52.0,0.0,98.2,0.0
68.5,0.0,96.5,0.0
70.2,0.0,95.2,0.0
75.45,5.549999999999997,97.5,1.7000000000000028
82.6,0.0,99.1,0.0
71.6,0.0,96.1,0.0
71.5,0.0,98.5,0.0
70.46666666666667,8.957058048761818,97.5,0.4320493798938569
65.1,0.0,95.6,0.0
56.1,0.0,99.5,0.0
64.2,12.3,96.9,0.6999999999999957
62.9,0.0,97.3,0.0
72.3,1.7204650534085266,96.86666666666667,0.41096093353126556
79.9,2.8000000000000043,97.9,0.6999999999999957
78.0,0.0,97.4,0.0
73.1,9.2,98.2,0.20000000000000284
79.2,0.0,98.0,0.0
68.93333333333332,6.060436361260538,96.46666666666665,0.6018490028422561
93.4,0.0,94.4,0.0
71.5,0.0,97.7,0.0
69.1,0.6999999999999957,98.15,0.5500000000000043
70.5,4.299999999999997,95.8,1.7999999999999972
47.7,0.0,100.0,0.0
75.8,0.0,94.9,0.0
70.1,0.0,96.3,0.0
71.7,2.700000000000003,97.05,1.4500000000000028
76.80000000000001,4.600000000000001,95.5,0.5
73.4,0.0,96.8,0.0
67.8,0.0,98.8,0.0
65.6,0.0,96.7,0.0
78.7,0.0,95.6,0.0
85.8,0.0,95.6,0.0
67.1,0.0,96.1,0.0
72.9,6.699999999999996,97.85,0.05000000000000426
72.65,2.4499999999999957,99.0,0.9000000000000057
70.3,0.0,99.8,0.0
85.4,0.0,96.6,0.0
68.9,0.0,95.2,0.0
70.1,0.0,94.4,0.0
71.30000000000001,3.3999999999999986,97.0,0.29999999999999716
60.1,0.0,97.6,0.0
65.0,0.0,94.4,0.0
76.8,0.0,96.9,0.0
75.3,0.0,96.9,0.0
82.3,0.0,97.0,0.0
71.9,4.5,96.2,1.2999999999999972
77.8,0.0,95.0,0.0
81.2,0.0,98.0,0.0
62.0,4.799999999999997,98.0,0.7999999999999972
73.6,8.399999999999999,98.95,1.0499999999999972
67.7,0.0,95.6,0.0
73.2,0.0,94.8,0.0
68.43333333333334,7.7142004698405975,97.73333333333335,0.7408703590297617
68.65,4.050000000000004,96.95,0.75
62.5,0.0,98.3,0.0
74.55,1.5499999999999972,96.1,1.1000000000000014
67.95,2.75,99.8,0.20000000000000284
83.0,0.0,95.5,0.0
69.35,4.350000000000001,96.25,0.04999999999999716
75.80000000000001,2.3999999999999986,96.25,0.04999999999999716
81.2,0.0,95.6,0.0
76.80000000000001,4.100000000000001,97.35,0.14999999999999858
74.94999999999999,2.6499999999999986,97.65,0.25
65.2,0.0,97.3,0.0
62.3,0.0,96.5,0.0
69.85000000000001,5.8674952066448265,98.375,1.8184815093918345
89.2,0.0,97.9,0.0
61.4,0.0,98.3,0.0
67.0,0.0,95.2,0.0
68.4,0.0,96.0,0.0
67.3,0.0,96.3,0.0
72.7,0.0,100.0,0.0
83.5,0.0,99.0,0.0
74.8,9.200000000000003,96.69999999999999,0.10000000000000142
74.7,0.0,97.8,0.0
72.3,0.0,97.5,0.0
88.4,0.0,96.6,0.0
67.53333333333333,3.320977098519181,96.13333333333333,1.4007934259633823
73.2,0.0,97.6,0.0
70.1,0.0,98.0,0.0
70.8,0.0,97.7,0.0
76.75,3.75,96.8,0.20000000000000284
64.7,0.0,100.0,0.0
77.69999999999999,2.8999999999999986,98.15,0.75
72.39999999999999,5.657443474456164,96.19999999999999,1.416568624058387
70.1,0.0,97.0,0.0
71.8,0.0,96.8,0.0
69.9,0.0,97.5,0.0
60.2,0.0,96.1,0.0
63.0,0.0,95.4,0.0
73.8,0.0,93.5,0.0
70.5,2.4000000000000057,96.0,1.2000000000000028
79.1,5.300000000000004,96.65,1.25
65.9,0.0,97.3,0.0
77.9,0.0,96.3,0.0
74.5,0.0,99.6,0.0
69.6,0.0,96.5,0.0
64.4,0.0,96.8,0.0
82.45,6.25,97.15,0.3500000000000014
76.75,2.25,97.65,0.3500000000000014
77.3,0.0,97.1,0.0
72.75,8.349999999999994,97.5,0.4000000000000057
71.36666666666666,7.165813902753052,95.83333333333333,1.1841546445554374
81.7,0.0,95.5,0.0
62.0,0.0,96.7,0.0
69.65,5.350000000000001,94.85,1.5500000000000043
61.5,2.4166091947189137,97.2,0.9416297927883738
68.4,0.0,98.1,0.0
68.4,0.0,96.1,0.0
79.5,0.0,98.2,0.0
71.15,2.75,97.5,0.5999999999999943
66.0,0.0,97.0,0.0
70.44999999999999,2.6499999999999986,95.65,2.25
72.1,0.6000000000000014,96.95,0.25
75.6,0.0,97.1,0.0
86.55000000000001,1.3500000000000014,97.75,1.25
72.8,0.0,95.0,0.0
78.7,6.799999999999997,98.0,2.0
76.9,0.8000000000000043,97.35,0.75
63.3,0.0,93.7,0.0
67.8,0.0,95.8,0.0
75.0,0.0,94.0,0.0
80.9,0.0,97.7,0.0
70.95,7.75,96.75,0.15000000000000568
61.8,0.0,98.4,0.0
67.8,0.0,97.9,0.0
78.9,0.0,98.6,0.0
82.2,0.0,98.2,0.0
79.2,0.0,96.3,0.0
76.0,0.0,96.1,0.0
65.7,0.0,95.7,0.0
72.5,2.0999999999999943,97.65,0.05000000000000426
83.7,0.0,98.3,0.0
74.8,0.0,97.3,0.0
75.1,0.0,97.1,0.0
65.2,0.0,97.4,0.0
71.6,0.0,97.5,0.0
80.05,6.049999999999997,98.7,0.7000000000000028
67.53333333333335,8.18711725144381,97.3,1.3490737563232018
69.5,0.0,97.2,0.0
70.2,0.0,96.6,0.0
67.5,9.599999999999998,95.05000000000001,1.8500000000000014
69.3,0.0,99.8,0.0
78.95,4.549999999999997,97.3,1.2000000000000028
65.1,12.600000000000001,95.80000000000001,1.1000000000000014
74.95,10.25,96.8,0.5
61.0,0.0,97.0,0.0
72.6,0.0,98.4,0.0
74.46666666666665,6.343675765849185,97.23333333333333,0.987702159335269
81.7,0.0,95.1,0.0
71.9,3.6000000000000014,98.44999999999999,0.8500000000000014
63.5,0.0,96.5,0.0
73.0,0.0,95.6,0.0
82.8,0.0,96.4,0.0
70.4,0.0,98.0,0.0
76.4,0.0,99.2,0.0
68.4,0.0,98.9,0.0
59.5,0.0,96.7,0.0
72.94999999999999,8.149999999999999,98.05000000000001,0.8500000000000014
66.1,1.1999999999999957,95.65,0.44999999999999574
53.6,0.0,94.5,0.0
74.6,0.0,98.8,0.0
67.7,0.0,99.1,0.0
63.9,0.0,96.5,0.0
69.43333333333332,3.579882058889025,98.56666666666668,0.784573486395984
75.8,3.799999999999997,97.6,1.1999999999999957
63.2,1.0,98.25,0.15000000000000568
75.4,0.0,96.9,0.0
54.9,0.0,97.7,0.0
69.3,0.0,99.3,0.0
86.2,0.0,98.4,0.0
69.0,0.0,98.0,0.0
71.7,0.0,97.9,0.0
79.1,0.0,96.4,0.0
78.4,0.0,99.2,0.0
67.1,1.8000000000000043,97.4,0.6999999999999957
72.4,2.3000000000000043,97.15,1.8500000000000014
83.4,0.0,93.8,0.0
65.25,3.450000000000003,97.95,0.25
73.46666666666667,7.893175674101153,96.89999999999999,1.0614455552060407
66.3,0.0,97.1,0.0
70.0,0.0,97.2,0.0
76.19999999999999,7.399999999999999,95.85,0.9499999999999957
78.95,2.75,96.8,1.0
74.8,9.475582655787806,96.96666666666665,2.1452790546272102
69.8,0.0,96.9,0.0
72.85,5.350000000000001,96.65,0.6499999999999986
61.6,0.0,98.5,0.0
58.9,0.0,100.0,0.0
74.65,1.5500000000000043,96.9,1.3999999999999986
86.5,0.0,100.0,0.0
71.4,0.0,97.0,0.0
74.05,5.950000000000003,98.6,0.6000000000000014
70.2,0.0,96.9,0.0
86.5,0.0,94.5,0.0
69.3,0.0,98.0,0.0
63.3,0.0,96.5,0.0
76.7,0.0,96.9,0.0
59.9,0.0,98.4,0.0
57.800000000000004,9.197100992522953,98.39999999999999,0.5354126134736324
64.8,0.0,98.8,0.0
73.3,0.0,98.8,0.0
67.9,0.0,96.9,0.0
82.0,0.0,96.7,0.0
75.86666666666667,4.515405728048022,96.16666666666667,0.4642796092394684
73.9,1.0,98.69999999999999,0.8999999999999986
77.8,0.0,97.5,0.0
72.6,0.0,97.2,0.0
89.0,0.0,95.9,0.0
73.55,1.9500000000000028,95.1,0.6000000000000014
69.3,0.0,96.6,0.0
